filename,category,category_names
../data/images/keggle_data_animals/raw-img/sheep/OIP-pfJfWotQ5KYcqTJmLUxw_wHaFi.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/chicken/OIP-PsMRMBG5S5iONAs6iemWTwHaFj.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/horse/OIP-ZnauAQ46UquWGnAC4nJt6wHaEo.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/chicken/OIP-I2FFbn-Jz4fpPUxyWZ5W7QHaEj.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/spider/OIP-FuFq85L51hrmOFov99cmnAEMEs.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/dog/OIP-yVqQcwtn40ll4fiFwNdhigHaGA.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-IiJaoWxoRSwuvZWHuhdUBwHaHb.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/sheep/OIP-es0VOexO6ye0ZPUNTiRpYQHaFj.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/chicken/OIP-dstRicvCsHhXDym0mQWvrwHaFj.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/butterfly/OIP-RuF_whnyQ8sZwgVB89A6GAAAAA.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/horse/OIP-aBv3FdlwPchi8dRXF_s3agHaFj.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/dog/OIP-bK27IKge1AKDTaCM2DBKJwHaK3.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/cow/OIP-YnOIr3IRTCLio6NLOlXgdQHaFj.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/chicken/OIP-AjR2cC42KLZ442URYu3N4gHaE7.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/butterfly/OIP-OpZovaCPJKdXf0euxbj4FwHaE6.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/dog/OIP-pzyXu7fjb0WVcFxX7ytEJwHaE0.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-9sI9VEp3t1EQQr27Hjbg-QHaFJ.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/chicken/OIP-vrUYJLdx0TiC6MaBFEfoHQHaE8.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/horse/OIP-BdHR3jUSWM51_EQJ83LIpAHaFL.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/dog/OIP-R5IJ-MOLVniwDbekjD4yDgHaFi.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/chicken/OIP-6C5L5Jh7z-dBXB3156mwXQHaHp.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/butterfly/ea36b20c21f1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0,butterfly
../data/images/keggle_data_animals/raw-img/horse/OIP-3O6Ri2LRbEDvMCJQq1CGtQHaFh.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/butterfly/OIP-9ZJl7aqCjMNFtmovBjnu2AHaFj.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/cat/646.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/dog/OIP-vgQwKKs7vNfn9tiN4jIxgwAAAA.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/squirrel/OIP-X-mL9NB3ZG9rTRvhEhuf4gHaEK.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/sheep/OIP-n4rooJL5Orlu5OXfOyUGiAHaE7.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/dog/OIP-cQx_XtdKIis0NQhB_7m3fgHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/cow/OIP-LqiI5Zqb0Xl7YTcYVGx5PAHaFj.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/dog/OIP-DKmEnHHux5z1gNZQMm7rhgHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-h_1AvIYyAyAokCdvGt6EAgHaIj.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/squirrel/OIP-Uy61KFzpSoWNNhHbP921OQHaDt.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/horse/OIP-sASX245X0KzwcDYUfFNVpgHaE7.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/chicken/OIP-MSE8k4gdoP6XIKc8CV4zKwHaGl.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/spider/OIP-PStpj5oD1w87I6u-k8EFVAHaFx.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/dog/OIP-_D3-N3Sj3HgppjvytfskkgHaE8.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/dog/OIP-DkTZhK8roCY7m3RfT8c8YwHaFu.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/dog/OIP-dMnNInwYj72k_hj0_iptnAHaE7.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/ea34b90e2ef0073ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8,spider
../data/images/keggle_data_animals/raw-img/dog/OIP-Mcbkil5Oo0x6oHa_RUHEEQHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/horse/OIP-M8S02hDck1cOonm3KRo-8gHaF1.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/cat/1682.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/spider/e83db80628f01c22d2524518b7444f92e37fe5d404b0144390f8c47ba6edbc_640.jpg,8,spider
../data/images/keggle_data_animals/raw-img/sheep/OIP-DatJ8vAHLDVct2ZrsMxgxAHaHW.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/elephant/OIP-42tM73j35zPPyek22NwKOQHaFj.jpeg,5,elephant
../data/images/keggle_data_animals/raw-img/chicken/OIP-szv1hun2irUHZC9ySzAeOwHaFj.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/squirrel/OIP-tQ59jqpgJrP7IendfH2nVgHaE8.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/cat/1662.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/cow/OIP-xrMeTcvV1a41NPxoQcQFiAHaE9.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/butterfly/OIP-1nmm5E6U5MFMzqQRzuAwhAHaFE.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/cat/ea37b90f2df7073ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,1,cat
../data/images/keggle_data_animals/raw-img/elephant/OIP-f_LcgHxtCw07TZV4g3mTrQHaFc.jpeg,5,elephant
../data/images/keggle_data_animals/raw-img/dog/OIP-kPmI79wT15eWaZIBeHxoWAHaE9.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/dog/OIP-lIXeMfctBCxgYwLkftJaBwAAAA.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/dog/OIP-d40dxtgb4MBKZ__bN002ZQHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/butterfly/OIP-Rqlxx8o1Pa9WX9yDCxf0CQHaE7.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/dog/OIP-6OwBop74-ACn0ZOBqyj5uQHaEo.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/chicken/OIP-a7kDbVRUcaOlwBU93DalpgHaJ4.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/cow/OIP-jv6LTSsVKNtSYifEiNUw9gHaE6.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/spider/OIP-lzrq801LGvTS51_vGlyxSAAAAA.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/squirrel/OIP-tU-L04Nx15FzuPzgX4YpwQAAAA.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/dog/OIP-ASFXEJQhQyS_GkcEWYMZlAHaEK.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-qCeod792u5LdPxg-8xlrtgAAAA.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/butterfly/eb32b60920f6063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0,butterfly
../data/images/keggle_data_animals/raw-img/spider/OIP-KTDxhUPRqeC1-ARcfaukyQHaGn.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/horse/OIP-wzukzoRO00rDBtM0I3o4UQHaEK.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/chicken/OIP-9nvHqtEkURjpudEHDXCp-AHaFk.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/dog/OIP-CazpsNqE7Vv-v6TEA7xV9QHaF8.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/elephant/OIP-Qi5l77_A-WH1ZOuhMIg8bQHaE7.jpeg,5,elephant
../data/images/keggle_data_animals/raw-img/squirrel/OIP-QO5i3E_Cj33NpQJ8R8KTfAHaFO.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/spider/OIP-DNc4v0B4P8_BFlynI0mj_AHaE8.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/cat/1521.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/dog/OIP-xW7-nRfK3JxtpMYfxkiM_QHaGs.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/sheep/OIP-i-Dy6ucOvBaVbdQXBezCFgHaFj.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/butterfly/OIP-IBqr8QOOid0xr88Dsg9-ywHaFj.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/butterfly/ea34b40a21fd003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0,butterfly
../data/images/keggle_data_animals/raw-img/chicken/OIP-78I-MaEPyU-Gtw73zMeLUwHaFj.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/elephant/OIP-PRMryWyCKxxxDntpw6wK4gHaE8.jpeg,5,elephant
../data/images/keggle_data_animals/raw-img/cow/OIP-k4QCQv0wLOixDRh4LXSPBwHaEK.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/cat/1687.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/elephant/eb35b70b2af0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5,elephant
../data/images/keggle_data_animals/raw-img/horse/OIP-UoplqXzODkuKfQY3q6_5nAHaF7.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/sheep/OIP-DijuhTy-FM029ZgsZT4oVQHaFj.jpeg,7,sheep
../data/images/keggle_data_animals/raw-img/horse/OIP-XuQRQxABomsH3gUkF2FNtQHaE6.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/squirrel/OIP-cgGgTTt1sS1RYsuSsbylUgHaH_.jpeg,9,squirrel
../data/images/keggle_data_animals/raw-img/dog/OIP-6dq-7yOIcdeQ5MbZWrl2iwHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/dog/OIP-yeG-f1sVhKjKASlq_wwPbAHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-akJxSPKOBBKyn2EdnBMuqQHaFj.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/spider/OIP-QGsCvgQEnocUE0BDXEN3RwHaF6.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/dog/OIP-qFZJAQkytcSXMxC63Bi1BQHaGG.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/butterfly/OIP-6R-OHSA-zARTS0IrkMy62QHaFn.jpeg,0,butterfly
../data/images/keggle_data_animals/raw-img/horse/OIP-XT0tWDjKpxqOlDHhoTK-cQHaE7.jpeg,6,horse
../data/images/keggle_data_animals/raw-img/dog/OIP-wjqzNfBzze1ZkokVFy11dQHaFj.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/sheep/ea36b50721f7003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7,sheep
../data/images/keggle_data_animals/raw-img/elephant/OIP-M8adQ1iP1y9c-cdKz-KeqAHaFW.jpeg,5,elephant
../data/images/keggle_data_animals/raw-img/dog/OIP-NoeIHCMvVjjEl1SPAfbp8QHaFi.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/cat/44.jpeg,1,cat
../data/images/keggle_data_animals/raw-img/dog/OIP-BXmQVvrxxuVk3Y2NldRdpAHaEK.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/cow/OIP-GvZy22TmgYpVImiK6VK0KAHaFn.jpeg,3,cow
../data/images/keggle_data_animals/raw-img/spider/OIP-VnlFPAF2BpAJi6cnx6lOgwHaFO.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/chicken/303.jpeg,2,chicken
../data/images/keggle_data_animals/raw-img/dog/OIP-xTR1fqUr8Ys0ho1-s_PcWwDhEs.jpeg,4,dog
../data/images/keggle_data_animals/raw-img/spider/OIP-GDqIPzrhJuTIsGnRxc-Q8AAAAA.jpeg,8,spider
../data/images/keggle_data_animals/raw-img/cat/1104.jpeg,1,cat
